证	4020
整	4001
专	3963
供	3954
权	3928
己	3925
费	3919
责	3912
再	3900
息	3876
消	3847
直	3837
稳	3835
志	3835
干	3834
空	3833
师	3827
营	3818
翁	3817
又	3810
周	3806
德	3803
优	3794
型	3772
该	3745
拉	3740
反	3735
称	3725
住	3720
育	3715
节	3712
林	3690
略	3688
省	3686
升	3664
兄	3634
断	3634
云	3632
富	3615
效	3613
几	3610
条	3605
则	3590
核	3587
望	3551
始	3545
吧	3519
米	3516
识	3501
士	3499
融	3494
太	3492
英	3488
难	3461
乐	3454
越	3451
光	3451
织	3442
类	3431
才	3428
复	3411
历	3393
清	3386
继	3380
兴	3341
获	3338
命	3322
善	3317
维	3304
片	3280
每	3275
男	3273
圈	3239
什	3213
显	3208
包	3197
户	3191
观	3186
致	3175
贫	3173
具	3159
史	3158
客	3134
预	3133
词	3127
念	3123
划	3107
减	3105
土	3102
照	3098
益	3092
况	3074
巴	3065
爱	3045
严	3040
降	3039
速	3021
防	3020
列	3002
存	2976
切	2961
演	2952
装	2946
紧	2939
较	2931
弟	2906
连	2904
候	2898
花	2885
范	2874
县	2872
族	2867
号	2864
根	2854
买	2849
究	2842
盖	2842
股	2839
响	2830
险	2817
往	2811
银	2807
模	2805
贸	2805
审	2802
功	2776
层	2763
讲	2755
纪	2755
届	2754
青	2753
低	2752
器	2744
负	2741
亲	2740
罗	2738
河	2732
注	2727
率	2718
警	2715
考	2703
勇	2695
请	2687
白	2682
半	2681
排	2679
争	2672
容	2670
超	2654
依	2652
何	2649
阳	2642
采	2641
星	2625
楼	2623
促	2620
福	2618
港	2617
击	2614
校	2610
终	2600
居	2595
跟	2590
随	2584
销	2580
验	2580
段	2564
热	2564
助	2556
款	2556
呢	2535
试	2531
亿	2529
普	2527
充	2526
晚	2523
智	2516
站	2511
必	2503
龙	2498
图	2496
副	2485
博	2484
且	2483
言	2482
围	2463
购	2460
古	2458
觉	2450
突	2449
俄	2449
佳	2447
修	2443
雄	2442
火	2439
健	2435
哈	2413
乡	2411
吃	2403
武	2394
死	2378
官	2375
康	2373
牌	2366
胸	2351
夫	2346
控	2343
检	2336
阿	2335
律	2324
密	2323
找	2316
希	2315
红	2312
君	2296
朝	2275
税	2275
跑	2266
欧	2264
访	2262
础	2261
批	2260
置	2257
售	2252
春	2250
床	2250
像	2249
值	2246
泳	2242
微	2238
声	2237
辞	2233
班	2229
刘	2228
刚	2216
听	2213
满	2211
贯	2203
财	2203
伟	2197
谈	2196
执	2195
园	2192
石	2188
字	2180
仅	2173
欢	2173
失	2172
宁	2168
景	2165
除	2153
即	2149
拥	2146
牙	2146
足	2141
养	2137
离	2136
限	2134
缺	2130
早	2127
象	2124
挥	2122
评	2110
奥	2102
铁	2086
破	2077
障	2069
飞	2065
彻	2059
担	2048
份	2045
承	2035
初	2033
哪	2030
章	2029
镇	2029
训	2024
配	2022
洲	2020
伤	2019
杨	2019
便	2018
措	2013
温	2001
察	2001
钱	1989
属	1987
香	1986
按	1976
拿	1968
卫	1968
算	1967
病	1966
故	1963
航	1962
帮	1960
怎	1954
滑	1944
丽	1941
波	1929
熊	1926
曾	1917
攻	1914
迎	1912
峰	1878
疑	1869
脱	1866
朋	1865
遇	1843
待	1842
药	1840
献	1838
宝	1837
料	1837
抓	1835
叫	1827
困	1822
耍	1818
季	1812
斗	1806
孩	1803
良	1796
绩	1789
尼	1787
胜	1787
久	1785
陪	1777
临	1776
救	1775
移	1771
陈	1767
仍	1765
底	1764
旅	1762
午	1760
它	1760
喜	1757
岁	1756
署	1754
兰	1744
伙	1740
草	1740
板	1740
语	1730
播	1725
眼	1724
闻	1723
伴	1715
食	1714
歌	1711
测	1707
货	1704
频	1704
苏	1702
送	1701
讯	1693
端	1689
补	1683
盟	1682
扩	1677
培	1673
绿	1665
停	1664
征	1661
湖	1659
额	1650
留	1647
伊	1646
例	1646
写	1644
黑	1640
韩	1637
努	1628
假	1626
姐	1615
涨	1607
压	1593
版	1591
哥	1591
却	1585
洋	1581
令	1576
妈	1574
练	1573
室	1571
激	1565
雅	1564
雨	1561
甲	1561
兵	1550
录	1549
介	1548
剧	1547
损	1546
竞	1542
冠	1540
岛	1538
尽	1532
套	1525
艺	1522
索	1516
某	1515
害	1505
媒	1501
涉	1496
田	1494
括	1493
角	1493
票	1489
婚	1487
庆	1482
判	1481
独	1480
诉	1480
状	1479
馆	1476
库	1474
托	1471
汽	1469
换	1468
违	1458
素	1456
派	1454
督	1452
纳	1449
油	1440
汉	1440
丰	1438
须	1432
店	1429
络	1429
够	1429
穷	1428
止	1424
音	1423
幕	1413
孕	1411
短	1409
威	1407
松	1403
烈	1402
露	1400
聚	1398
奋	1396
适	1396
述	1396
签	1389
启	1385
占	1382
幅	1381
陆	1374
厂	1371
昨	1367
阶	1363
沙	1361
退	1357
奖	1357
印	1357
扶	1350
皇	1350
酒	1349
固	1349
守	1345
梦	1344
妹	1336
穿	1331
鲜	1329
轻	1326
卖	1324
针	1324
享	1322
座	1309
荣	1308
付	1302
细	1298
树	1293
贡	1292
盘	1289
衣	1289
宗	1287
差	1267
贵	1266
轮	1266
亮	1265
娟	1264
刻	1261
虽	1259
拍	1247
赢	1245
朗	1242
谁	1241
追	1231
孙	1230
疗	1225
顺	1219
谢	1215
摸	1211
母	1206
画	1204
否	1203
戏	1202
冲	1202
遭	1201
川	1200
巨	1197
逐	1192
登	1192
亡	1191
锦	1189
贷	1188
藏	1185
耳	1185
睡	1181
抱	1179
吉	1171
祝	1169
探	1166
背	1162
倒	1161
秀	1161
桥	1161
申	1160
综	1156
啦	1155
搜	1155
卷	1154
召	1153
左	1152
序	1151
免	1139
键	1133
扬	1130
抗	1127
裙	1127
宪	1119
梅	1111
叙	1108
绝	1105
似	1104
杀	1103
券	1101
脑	1101
庭	1100
汇	1099
街	1098
匀	1093
励	1091
吸	1090
污	1089
急	1087
染	1085
冰	1083
材	1081
夏	1081
奇	1077
宅	1076
婆	1076
编	1074
坛	1069
雷	1069
典	1068
罪	1065
软	1064
乖	1064
架	1064
赞	1064
予	1061
嘛	1059
借	1059
舞	1056
债	1051
夜	1051
惠	1050
湾	1044
右	1042
鱼	1040
繁	1040
纷	1039
吴	1036
靠	1035
讨	1035
绍	1034
劳	1034
您	1032
寻	1031
振	1030
块	1028
呀	1025
另	1012
礼	1008
择	1007
祖	1006
木	1003
父	1003
读	1001
饭	999
塔	998
输	996
错	996
坦	995
爆	992
曲	989
血	989
沟	987
透	985
延	985
犯	979
询	978
毒	975
淮	975
暴	973
握	968
塞	967
载	967
滚	966
筑	965
冬	963
毛	962
附	960
筹	955
哦	953
鼓	953
夺	951
肯	946
诚	945
润	945
释	943
蓝	941
轩	935
践	932
澳	932
幸	930
简	927
蒙	923
皮	922
刷	922
挑	921
船	920
般	919
岸	919
赶	919
帝	918
异	918
尚	918
津	915
租	914
射	913
沿	906
梁	905
彩	901
败	900
灾	897
苦	897
招	897
径	888
乎	888
符	887
析	886
味	886
妇	884
危	882
堂	881
贺	880
玉	879
诗	877
仪	877
束	874
甚	872
侧	872
著	872
授	871
驻	869
绕	868
冤	868
苹	866
巡	866
秘	862
童	861
弹	860
患	860
脸	859
齐	856
归	854
洁	853
扎	852
旗	850
牢	846
顾	846
尊	843
乘	843
敏	842
币	837
裁	836
野	836
丝	835
跳	834
顶	834
课	832
余	832
姓	831
笑	830
坐	829
既	829
敢	828
徐	827
霞	827
辆	826
肥	822
厅	821
休	817
若	814
袭	813
恐	812
赵	809
订	808
嗡	804
遗	803
捐	799
植	799
宽	798
封	796
援	794
拓	792
秋	789
冷	787
洗	787
晓	785
慈	784
宫	782
刑	781
抢	778
池	778
肉	775
私	773
盛	769
杰	768
杂	765
码	765
胡	765
贴	764
狐	764
枉	761
操	759
萨	759
嫌	759
呼	757
跨	753
坏	752
晨	752
旧	751
豪	749
娱	748
董	748
狂	747
勒	747
宜	746
硬	746
答	741
禁	741
摄	740
诺	735
潮	734
散	734
映	734
嘉	734
距	732
菜	731
牛	730
估	728
森	728
凶	727
浙	721
泛	718
累	717
佛	715
唱	714
脚	713
倡	711
啥	711
圆	708
磁	708
震	706
掉	705
虑	705
庄	704
灵	704
谷	703
钟	703
恩	703
馀	701
怕	701
叶	699
妻	696
阵	696
慧	691
唐	691
惹	688
潜	686
驾	685
鲁	684
摔	682
秒	681
徽	681
渐	680
迪	678
闭	678
歪	678
乱	672
链	671
伦	670
赏	670
恶	669
隐	669
含	669
摩	665
熟	663
篇	662
骗	660
迈	659
朱	657
砖	657
忘	655
丹	655
泽	655
夹	654
谋	652
喝	651
搞	650
挂	648
毕	647
昌	647
厚	646
趋	645
聊	644
宋	643
泰	642
暖	642
莫	642
乌	640
屋	637
焦	636
汪	635
宾	634
跌	633
竟	632
遍	627
辉	626
笔	626
慢	622
迁	619
圳	619
爸	618
骨	618
迹	615
甩	615
末	615
句	614
兼	614
胞	613
戴	613
翻	612
扯	611
伍	610
钢	609
衡	609
粉	603
坡	602
蛋	601
枪	601
缓	600
郑	600
瓦	600
误	599
途	598
忙	598
拐	598
赔	597
浪	596
晋	596
贝	596
烟	596
诸	596
折	595
避	595
静	593
倍	593
谊	591
偿	591
吻	591
珠	589
楚	589
弱	589
丁	588
疆	587
奶	585
洛	584
洪	583
览	582
呈	581
抵	581
瑞	579
掌	578
侵	575
刺	574
痛	574
宏	573
迷	571
扣	570
伯	570
矿	567
猫	567
履	567
净	565
尤	562
灯	562
罚	557
跃	556
概	556
暂	555
惊	553
截	553
虚	551
迅	548
麻	548
储	543
残	542
巩	541
秦	540
刀	539
邀	537
煤	537
肃	536
宇	532
餐	531
返	530
杯	530
轨	525
携	525
凤	522
忠	522
圣	522
缩	521
祥	521
弃	518
昆	517
驶	516
壮	516
鉴	515
茶	514
纺	514
混	514
腐	512
洞	509
挺	509
菲	508
触	507
娘	505
覆	503
埃	502
晤	502
莱	501
循	500
杜	500
郭	499
氏	498
默	498
泉	497
琼	497
隆	496
甘	496
弄	496
唯	494
废	493
撞	493
渠	493
逃	492
顿	491
咨	491
悉	490
瓷	490
鸡	490
魔	489
岗	488
镜	488
曰	484
赴	484
葛	484
爽	483
遵	482
羊	482
燃	482
旋	482
谓	480
撑	479
粮	479
茨	479
炸	479
恢	478
奉	478
凝	477
舍	475
勤	474
龄	474
液	473
纸	473
寺	473
搭	472
沈	470
逼	470
晒	469
墙	468
郎	468
屏	467
烧	467
劝	467
疾	466
峡	466
凌	466
沉	464
醒	463
拳	463
誉	463
拟	458
邻	458
黎	455
豆	453
账	453
册	452
拔	450
摆	448
劲	446
珍	446
驱	446
彼	446
涌	445
侠	443
剂	443
敬	442
陷	441
奏	441
狗	441
爷	438
拜	437
档	436
仁	435
媛	435
纯	435
梯	433
敌	432
披	431
麦	431
旬	430
箱	430
涛	429
墨	428
亦	428
殊	427
恋	425
缘	425
貌	425
募	425
舰	424
剑	423
欲	420
卢	419
迫	419
恒	418
籍	416
怪	415
幼	415
契	413
框	413
盾	412
涵	411
牧	410
虎	410
怖	409
偏	409
偷	409
愉	408
辑	408
淡	407
溪	407
凯	406
递	406
阴	406
乃	404
邦	403
饰	403
陶	402
呵	401
奔	401
骑	401
曝	399
鸟	398
凡	397
阻	397
替	397
毫	396
瓜	396
捕	396
隔	395
锁	393
琴	393
炫	392
赖	392
旁	390
壁	388
偶	387
姆	387
吕	387
杭	386
荷	385
阅	385
伐	385
搬	384
丈	384
徒	384
漫	383
榜	381
俩	381
廷	379
矛	379
懂	377
辛	377
弘	376
艾	376
旨	375
岩	375
沪	375
饮	375
孔	374
冒	374
添	373
腿	372
酸	372
喊	371
阔	370
宿	370
纽	370
苗	369
俗	367
堡	366
辖	366
陵	366
怨	366
井	365
崇	365
拆	364
铺	364
硕	364
蔡	363
旦	363
陕	362
纠	362
嗯	362
横	361
乏	361
颜	361
拼	360
辽	360
滨	359
纵	358
苑	357
紫	357
窗	356
猪	355
彭	355
衰	355
揭	355
灭	354
尾	353
铜	352
胎	351
削	351
燕	350
械	350
症	350
撤	349
仙	349
伏	349
鬼	347
帅	347
寿	346
曼	346
倾	346
暗	345
浓	345
稿	345
捷	345
寒	343
盗	342
诊	342
拒	341
薛	341
闹	340
炒	340
臣	339
佩	339
趣	338
址	337
摘	337
挖	336
抽	336
锋	336
侯	335
艰	334
勋	334
疯	333
俊	332
毁	332
厉	332
栗	332
曹	332
欣	332
咋	331
厦	331
牵	327
魏	327
忧	327
哲	327
慰	326
渔	326
亏	325
葡	324
俞	324
咱	324
晶	323
翔	323
裂	323
枚	322
刊	321
撒	321
滴	320
卓	319
泡	319
诈	319
疏	318
谱	318
萌	317
玲	317
详	316
琳	316
竹	316
渊	315
闲	315
渴	314
娜	314
浩	313
烦	313
胁	312
惯	311
炼	311
氧	311
剩	310
耗	309
廉	309
泥	309
赋	308
姑	307
摇	307
邮	307
磨	306
炮	306
杆	306
凭	306
糖	306
碍	305
琪	305
嘴	305
扰	305
扫	305
爪	304
穆	304
吹	302
耶	301
赫	300
敦	300
逆	300
芯	300
膜	299
寨	297
拘	297
孤	297
妥	297
脉	296
侨	296
碑	295
迟	295
欠	295
朵	294
贤	294
旺	294
芬	293
渡	293
殖	293
柔	293
拖	293
舒	291
踏	291
冀	290
役	289
薄	289
柱	289
垃	289
汗	288
棒	288
圾	288
涯	287
谐	286
慎	286
吨	285
畅	285
绘	284
庸	284
猛	284
忍	283
塑	283
肌	283
肩	282
婷	282
哭	282
缅	282
巧	282
描	282
煌	281
噢	280
邓	279
浦	279
辈	279
颗	278
盐	277
姜	276
碰	276
彰	276
浮	275
栏	275
毅	275
玛	275
腾	275
盈	274
醉	274
芝	273
霸	273
亩	273
扮	272
悬	272
桑	272
尝	271
孝	271
乙	270
炉	268
汤	267
喷	266
仓	266
氛	266
赠	264
糕	264
虹	264
炎	264
缴	263
寡	262
惜	261
漂	261
俱	261
吐	261
湿	261
碳	260
桂	260
睛	259
桃	259
瓶	259
伸	258
柳	258
乳	258
勃	258
踪	258
虫	257
疫	257
阁	257
灰	257
疼	257
御	256
齿	255
萄	255
绪	255
羽	254
皆	254
菌	253
尖	253
墓	253
寄	253
秩	252
凉	252
抚	252
仗	252
罕	251
岭	251
漏	250
悲	250
忆	250
潘	250
坝	250
斤	249
桌	249
舆	249
辅	249
尺	248
骅	248
殿	247
乔	247
冯	247
韦	246
译	246
闪	245
耀	244
玻	244
阐	244
赤	243
胶	242
寝	241
庙	241
仔	241
擦	241
堆	239
鞋	239
淘	239
锅	239
戒	239
辟	239
忽	239
篪	239
聘	237
凰	237
薪	237
莲	237
裕	237
填	237
颁	237
骂	236
寸	236
廊	236
堵	236
衔	236
歧	235
袖	235
耕	235
肤	235
泄	234
甜	234
钻	234
拨	233
袁	232
埔	232
姿	231
雕	231
纹	231
帜	231
荐	231
孟	230
幻	230
莉	230
涂	230
稀	230
胖	229
纲	229
腹	229
帕	229
绑	228
荒	228
躺	228
碎	228
萱	228
芳	228
肖	227
仰	225
腰	225
叔	225
艳	224
吁	224
弯	224
碧	222
裤	222
脏	222
箭	221
篮	221
蒋	220
抹	220
妙	220
仿	219
搏	219
插	219
吊	219
怒	219
沃	219
掘	218
鹏	218
页	218
溢	218
柏	218
谨	217
熏	217
郁	217
舟	216
番	216
冻	215
赚	215
挤	215
欺	215
壤	214
傅	214
仲	214
宴	213
弗	213
鸣	212
颇	212
璃	212
贾	211
塌	211
岳	211
逸	211
巢	211
咯	210
押	209
蒂	208
耐	208
轴	208
佐	207
郡	207
暑	206
莞	206
秉	206
桩	206
郊	206
剥	205
芒	204
伪	204
岐	203
魂	203
湘	203
癌	202
柬	202
遥	202
雾	202
夕	201
亭	201
砸	200
遂	200
丘	200
莎	199
袋	199
腔	199
兹	197
饼	197
堪	197
坑	197
窃	197
鸳	196
媳	196
瓮	196
兽	195
卧	195
膝	194
滩	194
昂	194
爬	194
呗	194
粗	194
辩	193
坠	193
讼	192
惩	192
酷	191
鹤	191
誓	191
颖	191
丢	191
胆	191
庞	191
愈	190
冈	189
屈	189
鸯	189
婴	189
逛	188
炳	188
斌	188
懈	188
尘	188
赌	188
翼	187
烂	187
帽	187
姚	187
漠	187
蓬	187
锡	186
咬	186
攀	186
戈	186
挚	185
诞	185
尸	185
翰	185
傻	185
抛	185
棚	185
厕	184
崔	184
衷	183
厘	183
茂	183
恰	183
飘	183
勾	183
泊	181
劣	181
匹	181
芽	181
艇	181
哀	181
朴	180
劫	180
惨	180
炭	180
肿	180
绸	179
荡	179
逝	179
稍	178
稻	177
犹	177
塘	177
粒	177
侦	177
粤	176
鼻	176
淫	176
溶	176
铠	176
函	176
悦	176
枝	176
鹿	175
诱	175
钦	175
割	175
遣	175
乒	175
埋	174
尿	174
慕	174
弥	173
逻	173
潭	173
锐	172
嫁	172
鸿	172
贿	172
耿	172
熙	172
悠	171
盆	171
霍	171
窄	171
眉	171
逢	171
喀	170
溜	169
贩	169
饱	169
狼	168
垄	168
扭	168
哇	168
逊	168
咏	168
灌	167
斜	167
抄	167
串	167
驰	166
聪	166
丑	166
蕾	166
泪	165
咸	164
兑	164
晰	164
挡	163
蛇	162
蜜	162
淀	162
殴	162
滋	162
柯	160
锻	160
奈	160
旱	160
窝	160
盼	159
傲	159
狠	159
腊	159
崖	159
吾	159
奸	159
笼	158
祭	158
浴	158
删	158
艘	157
剪	157
瘦	157
槛	157
卜	157
槽	157
壳	156
妮	156
吓	156
玮	156
闯	156
夯	156
鑫	155
劵	155
姻	154
魅	154
哎	154
悟	154
叹	154
猜	154
帆	153
浅	153
肚	152
罩	152
卿	152
於	152
牲	151
棉	151
旭	151
墅	150
酋	150
寓	150
厌	149
鼠	149
垂	149
酬	148
缝	148
垫	148
贪	148
叠	147
汰	147
催	147
栋	146
柜	146
丧	146
棋	146
俺	146
昭	145
吵	145
砍	145
狮	145
峻	144
蓄	144
抬	144
畜	144
幽	143
猴	143
辕	143
踢	143
轰	142
娇	142
侍	142
摊	142
贼	142
蹈	142
萧	141
钓	141
碗	141
奠	141
匈	141
赐	141
挪	140
蛮	140
钧	140
苍	140
滞	140
扑	140
姨	139
昏	139
晴	139
颈	139
廖	139
绵	139
轿	138
抑	138
脂	138
祸	138
兆	138
坊	138
呆	138
蒸	137
铭	137
肠	137
恨	137
殷	136
蜂	136
眷	136
怜	136
妆	136
坎	136
臂	136
菊	136
谭	136
蝶	136
拦	136
钉	135
韵	134
宠	134
怡	134
眠	134
狱	134
罢	133
垒	133
雌	132
枢	132
辐	132
叵	132
舱	132
祉	132
竭	132
掩	132
嘱	131
蔬	131
悄	130
淑	130
浆	130
纤	129
甸	129
幺	129
歉	129
诏	128
勉	128
掀	128
鄂	128
馈	128
臭	127
萍	127
雍	127
隶	127
辣	127
揽	127
嫩	126
隧	126
晕	126
牺	125
彦	125
肝	125
泼	125
屯	125
祠	125
戚	124
盒	124
逗	124
翠	124
鼎	124
瞬	124
崩	123
儒	123
仑	123
禽	123
靖	123
铸	123
厨	122
玄	122
靴	122
囊	122
棍	122
虾	122
稽	121
矩	121
肇	121
卒	121
撰	121
杠	121
蠢	121
垮	120
梨	120
谣	120
爵	120
挝	120
邱	120
仇	120
鸭	120
擅	119
葬	119
坤	119
屁	119
悼	119
猎	118
烤	118
冕	118
焕	118
焉	118
脖	118
僧	118
屡	118
擎	117
叉	117
樊	117
乾	117
膏	117
帖	117
肾	117
辱	116
砺	116
咖	116
拾	115
昔	115
蕴	114
脆	114
屠	114
裸	114
舌	113
瞄	113
烯	113
吞	113
霉	113
顽	113
匠	113
唤	113
灿	113
奴	113
澡	113
胃	112
瑶	112
夸	112
敲	112
禅	112
痕	112
谎	112
贞	112
瞩	112
坪	111
滥	111
斑	111
砥	111
憾	111
喂	111
赁	110
懒	110
伞	110
雯	110
纱	110
兜	110
斩	110
玫	109
寅	109
扇	109
兔	109
疲	109
瑰	109
厢	109
哟	109
澜	108
逮	108
雇	108
杏	108
嫂	108
僵	108
哗	108
沫	107
芸	107
衍	107
嘿	107
勘	106
凸	106
尹	106
绳	106
鹰	106
惑	106
闷	106
惧	106
磋	106
奎	106
妃	106
辰	105
渝	105
遏	105
僚	105
盲	105
夷	105
狭	105
澎	105
丙	104
株	104
瑟	104
裹	104
呱	104
恭	104
谅	104
溃	104
爹	103
钩	103
豫	103
娥	103
酿	103
磊	103
骚	103
愁	103
谴	103
丛	103
蓉	103
螺	103
藤	103
捍	103
巷	102
弊	102
畏	102
湃	102
悔	102
趟	102
躲	102
荆	101
瀑	101
萝	101
颠	101
俑	100
砂	100
椅	100
遮	100
愧	100
梳	99
瞻	99
侣	99
霜	99
挣	99
喻	98
驴	98
邵	98
豹	98
柴	97
乓	97
捧	97
卵	97
歇	97
澄	97
捞	97
沧	97
芦	97
巾	97
饿	96
逾	96
煮	96
茅	96
搅	96
斥	96
禄	95
绣	95
浸	95
啡	95
馨	95
犬	95
妖	95
淋	95
瑜	95
胀	94
隋	94
盯	94
肢	94
洒	94
筒	94
矣	94
襄	94
辨	94
渣	94
嘎	93
铃	93
扔	93
捉	93
楷	93
衫	92
奢	92
薰	92
翅	92
瑕	92
叛	92
寂	91
龟	91
肺	91
饶	91
杉	91
宵	91
桶	90
饥	90
亨	90
莹	90
踝	90
宰	90
雁	90
瞎	90
陌	90
浑	90
硫	90
闽	89
哒	89
椒	89
笨	89
捡	89
骄	89
饲	89
陨	88
喧	88
堰	88
锂	88
渗	88
虐	88
硅	88
阮	87
糊	87
脾	87
舅	87
醇	87
膀	87
踩	87
愤	87
蚊	86
栽	86
粘	86
锤	86
汹	86
槐	86
宙	86
缔	86
忌	86
谦	86
铝	86
蜀	85
烫	85
佣	85
娶	85
惟	85
拌	85
穴	85
挽	84
鹅	84
邪	84
溺	84
麟	84
崛	84
甫	84
闸	84
趁	84
堤	84
腺	84
妍	83
莓	83
恼	83
瘾	83
畔	82
磷	82
雀	82
瘤	82
帐	82
汝	82
驳	81
氢	81
姬	81
蚀	81
捆	81
郝	81
肆	80
祈	80
筋	80
贬	80
贱	80
鲍	80
楠	80
汛	79
腕	79
漆	79
屿	79
啤	79
邑	79
钥	78
孵	78
珊	78
弦	78
碌	78
睦	78
哑	77
蔚	77
涝	77
卸	77
氮	77
燥	76
倩	76
桐	76
浏	76
脊	76
闫	76
刮	76
骤	76
汁	76
舶	75
葱	75
帷	75
熬	75
霖	75
赣	75
诵	74
慌	74
傍	74
刹	74
倦	74
烨	74
俭	74
沂	74
挫	73
缠	73
绮	73
罐	72
蟹	72
薇	72
渤	72
庐	71
栖	71
绎	71
丸	71
邹	71
浇	71
羡	71
尉	71
陀	71
魄	71
绒	70
愚	70
厄	70
匙	70
吏	70
衬	70
呐	70
葆	70
铅	70
挨	70
壶	70
哨	69
腻	69
晃	69
阜	69
磅	69
唇	69
唧	69
钮	69
诠	69
蛙	69
矢	69
慨	69
锈	68
撕	68
弓	68
踊	68
酱	68
昕	68
酵	68
飙	68
蔽	68
冶	67
枯	67
窑	67
菇	67
顷	67
笋	67
焚	67
麓	67
茫	67
矮	67
蹲	67
簧	67
睹	66
怂	66
冉	66
碱	66
拱	66
橘	66
淹	66
暨	65
痴	65
猥	65
韧	65
桓	65
酝	65
葵	65
寇	65
疵	65
丫	65
蔓	65
乞	64
趴	64
髓	64
跪	64
匪	64
崭	64
粹	64
钾	64
羞	64
斋	64
祁	64
尴	63
尬	63
迄	63
缸	63
裔	63
斐	63
孜	63
掏	63
泌	63
匿	63
躁	63
纬	63
璨	62
膊	62
氓	62
洽	62
丞	62
焰	62
赃	62
